title,price,rating,discount,offers,link,image,availability
Vu 139cm \ Vibe Series 4K QLED Smart Google TV 55VIBE-DV,2999,4.5 stars,72% off,"FREE delivery Sun, 15 Feb",https://www.amazon.in/Amazon-Basics-Pro-HDMI-Cable/dp/B0F83KW9F1/ref=sr_1_25?dib=eyJ2IjoiMSJ9.YbAmQCn8ULBCuRPC--akH7XLhL6srjUadCj_tmLdiS3aFYrDHqpf2mcTIrGm-yhHn2HcTu98xa_ITpF16uIWjFiv5g5M9Cwf6A041XwHOe-ojzA-xi_gNoHQ0-jssuZMmipeKGCXnqF_aR7z_5IhBIuHwufQ5ljlfE0_yqTOOYNbqqm7-5cnkTupLrrqPAgr9mn0HqRF_Y0RayWxQ2LVq6g9IDvA9PeM6xOHS9SxxX0.bt7dAXjwiDenRRy1Znamr4awXNfeO--0X4mRd5TCCy8&dib_tag=se&keywords=TV+4k+amazon&qid=1770885280&sr=8-25,https://m.media-amazon.com/images/I/71eEO0CitrL._AC_UY218_.jpg,
"LUNAGARIYA®, Protective Compatible with Amazon Fire TV Stick 4K Ultra HD All Alexa Voice",54999,4.0 stars,44% off,"FREE delivery as soon as Sat, 14 Fe",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MjMwNjkzNTE4Njc1NDgwOjE3NzA4ODUyODA6c3BfbXRmOjMwMDU4OTgzMjUwMzIzMjo6MDo6&url=%2FXiaomi-inch-Ultra-Smart-L55MB-FIN%2Fdp%2FB0F3JLSRZQ%2Fref%3Dsr_1_28_sspa%3Fdib%3DeyJ2IjoiMSJ9.YbAmQCn8ULBCuRPC--akH7XLhL6srjUadCj_tmLdiS3aFYrDHqpf2mcTIrGm-yhHn2HcTu98xa_ITpF16uIWjFiv5g5M9Cwf6A041XwHOe-ojzA-xi_gNoHQ0-jssuZMmipeKGCXnqF_aR7z_5IhBIuHwufQ5ljlfE0_yqTOOYNbqqm7-5cnkTupLrrqPAgr9mn0HqRF_Y0RayWxQ2LVq6g9IDvA9PeM6xOHS9SxxX0.bt7dAXjwiDenRRy1Znamr4awXNfeO--0X4mRd5TCCy8%26dib_tag%3Dse%26keywords%3DTV%2B4k%2Bamazon%26qid%3D1770885280%26sr%3D8-28-spons%26aref%3Dj8rr6P9s0H%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=j8rr6P9s0H&sp_cr=ZAZ,https://m.media-amazon.com/images/I/51cFOun8DJL._AC_UY218_.jpg,
VW 127 cm \ Pro Series 4K Ultra HD Smart QLED Google TV VW50GQ1,249,4.0 stars,,"FREE delivery Tue, 17 Feb",https://www.amazon.in/LUNAGARIYA%C2%AE-Protective-Compatible-Control-Leather/dp/B0B3XVJ33L/ref=sr_1_29?dib=eyJ2IjoiMSJ9.YbAmQCn8ULBCuRPC--akH7XLhL6srjUadCj_tmLdiS3aFYrDHqpf2mcTIrGm-yhHn2HcTu98xa_ITpF16uIWjFiv5g5M9Cwf6A041XwHOe-ojzA-xi_gNoHQ0-jssuZMmipeKGCXnqF_aR7z_5IhBIuHwufQ5ljlfE0_yqTOOYNbqqm7-5cnkTupLrrqPAgr9mn0HqRF_Y0RayWxQ2LVq6g9IDvA9PeM6xOHS9SxxX0.bt7dAXjwiDenRRy1Znamr4awXNfeO--0X4mRd5TCCy8&dib_tag=se&keywords=TV+4k+amazon&qid=1770885280&sr=8-29,https://m.media-amazon.com/images/I/81hRV8Jx+cL._AC_UY218_.jpg,
127 cm  Pro Series 4K Ultra HD Smart QLED Google TV VW50GQ1,54999,4.1 stars,58% off,"FREE delivery as soon as Sat, 14 Fe",https://www.amazon.in/VW-inches-Ultra-Google-VW50GQ1/dp/B0F2FPC11M/ref=sr_1_30?dib=eyJ2IjoiMSJ9.YbAmQCn8ULBCuRPC--akH7XLhL6srjUadCj_tmLdiS3aFYrDHqpf2mcTIrGm-yhHn2HcTu98xa_ITpF16uIWjFiv5g5M9Cwf6A041XwHOe-ojzA-xi_gNoHQ0-jssuZMmipeKGCXnqF_aR7z_5IhBIuHwufQ5ljlfE0_yqTOOYNbqqm7-5cnkTupLrrqPAgr9mn0HqRF_Y0RayWxQ2LVq6g9IDvA9PeM6xOHS9SxxX0.bt7dAXjwiDenRRy1Znamr4awXNfeO--0X4mRd5TCCy8&dib_tag=se&keywords=TV+4k+amazon&qid=1770885280&sr=8-30,https://m.media-amazon.com/images/I/718EBAdmeQL._AC_UY218_.jpg,
TCL 108 cm \ Metallic Bezel Less Series 4K Ultra HD Smart LED Google TV 43V6C \(Black,9999,3.3 stars,72% off,"FREE delivery Sat, 14 Feb",https://www.amazon.in/JIFAR-Projector-Smartphone-Portable-Compatible/dp/B0FGQN85YF/ref=sr_1_31?dib=eyJ2IjoiMSJ9.YbAmQCn8ULBCuRPC--akH7XLhL6srjUadCj_tmLdiS3aFYrDHqpf2mcTIrGm-yhHn2HcTu98xa_ITpF16uIWjFiv5g5M9Cwf6A041XwHOe-ojzA-xi_gNoHQ0-jssuZMmipeKGCXnqF_aR7z_5IhBIuHwufQ5ljlfE0_yqTOOYNbqqm7-5cnkTupLrrqPAgr9mn0HqRF_Y0RayWxQ2LVq6g9IDvA9PeM6xOHS9SxxX0.bt7dAXjwiDenRRy1Znamr4awXNfeO--0X4mRd5TCCy8&dib_tag=se&keywords=TV+4k+amazon&qid=1770885280&sr=8-31,https://m.media-amazon.com/images/I/71wUKRGtLRL._AC_UY218_.jpg,
108 cm  Metallic Bezel Less Series 4K Ultra HD Smart LED Google TV 43V6C (Black,52990,4.0 stars,59% off,"FREE delivery as soon as Sat, 14 Fe",https://www.amazon.in/TCL-inches-Metallic-Google-43V6C/dp/B0F2J7JVR1/ref=sr_1_32?dib=eyJ2IjoiMSJ9.YbAmQCn8ULBCuRPC--akH7XLhL6srjUadCj_tmLdiS3aFYrDHqpf2mcTIrGm-yhHn2HcTu98xa_ITpF16uIWjFiv5g5M9Cwf6A041XwHOe-ojzA-xi_gNoHQ0-jssuZMmipeKGCXnqF_aR7z_5IhBIuHwufQ5ljlfE0_yqTOOYNbqqm7-5cnkTupLrrqPAgr9mn0HqRF_Y0RayWxQ2LVq6g9IDvA9PeM6xOHS9SxxX0.bt7dAXjwiDenRRy1Znamr4awXNfeO--0X4mRd5TCCy8&dib_tag=se&keywords=TV+4k+amazon&qid=1770885280&sr=8-32,https://m.media-amazon.com/images/I/61S1TckFJuL._AC_UY218_.jpg,
trol Compatible for Amazon Fire Tv Stick Remote Original Model L5B83G S3L46N Only 2Nd Generation Fir,999,3.7 stars,50% off,"FREE delivery Tue, 17 Feb",https://www.amazon.in/VMPS-Warranty-Compatible-Generation-Bluetooth/dp/B0DH3C17PP/ref=sr_1_33?dib=eyJ2IjoiMSJ9.YbAmQCn8ULBCuRPC--akH7XLhL6srjUadCj_tmLdiS3aFYrDHqpf2mcTIrGm-yhHn2HcTu98xa_ITpF16uIWjFiv5g5M9Cwf6A041XwHOe-ojzA-xi_gNoHQ0-jssuZMmipeKGCXnqF_aR7z_5IhBIuHwufQ5ljlfE0_yqTOOYNbqqm7-5cnkTupLrrqPAgr9mn0HqRF_Y0RayWxQ2LVq6g9IDvA9PeM6xOHS9SxxX0.bt7dAXjwiDenRRy1Znamr4awXNfeO--0X4mRd5TCCy8&dib_tag=se&keywords=TV+4k+amazon&qid=1770885280&sr=8-33,https://m.media-amazon.com/images/I/71keqeuJ0eL._AC_UY218_.jpg,
Toshiba 108 cm \ C350NP Series 4K Ultra HD Smart LED Google TV 43C350NP \(Black,35990,4.0 stars,50% off,"FREE delivery as soon as Sat, 14 Fe",https://www.amazon.in/TCL-inches-Smart-Google-40V5C/dp/B0DZHRYFG7/ref=sr_1_34?dib=eyJ2IjoiMSJ9.YbAmQCn8ULBCuRPC--akH7XLhL6srjUadCj_tmLdiS3aFYrDHqpf2mcTIrGm-yhHn2HcTu98xa_ITpF16uIWjFiv5g5M9Cwf6A041XwHOe-ojzA-xi_gNoHQ0-jssuZMmipeKGCXnqF_aR7z_5IhBIuHwufQ5ljlfE0_yqTOOYNbqqm7-5cnkTupLrrqPAgr9mn0HqRF_Y0RayWxQ2LVq6g9IDvA9PeM6xOHS9SxxX0.bt7dAXjwiDenRRy1Znamr4awXNfeO--0X4mRd5TCCy8&dib_tag=se&keywords=TV+4k+amazon&qid=1770885280&sr=8-34,https://m.media-amazon.com/images/I/91CHgw7Q9RL._AC_UY218_.jpg,
108 cm  C350NP Series 4K Ultra HD Smart LED Google TV 43C350NP (Black,39999,4.0 stars,45% off,"FREE delivery as soon as Sat, 14 Fe",https://www.amazon.in/TOSHIBA-inches-C350NP-Google-43C350NP/dp/B0D3XD9M5D/ref=sr_1_35?dib=eyJ2IjoiMSJ9.YbAmQCn8ULBCuRPC--akH7XLhL6srjUadCj_tmLdiS3aFYrDHqpf2mcTIrGm-yhHn2HcTu98xa_ITpF16uIWjFiv5g5M9Cwf6A041XwHOe-ojzA-xi_gNoHQ0-jssuZMmipeKGCXnqF_aR7z_5IhBIuHwufQ5ljlfE0_yqTOOYNbqqm7-5cnkTupLrrqPAgr9mn0HqRF_Y0RayWxQ2LVq6g9IDvA9PeM6xOHS9SxxX0.bt7dAXjwiDenRRy1Znamr4awXNfeO--0X4mRd5TCCy8&dib_tag=se&keywords=TV+4k+amazon&qid=1770885280&sr=8-35,https://m.media-amazon.com/images/I/41Kw+VoV3vL._AC_UY218_.jpg,
E Gate Zen 7X Google TV Projector | Fully Automatic & 100% Dust-Free | 700 ISO | Dolby Audio | Proje,99999,4.6 stars,44% off,"FREE delivery as soon as Sat, 14 Fe; Free | 700 ISO | Dolby Audio | Proj; Free | 700 ISO | Dolby Audio | Proj",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MjMwNjkzNTE4Njc1NDgwOjE3NzA4ODUyODA6c3BfYnRmOjMwMDkwMzI4MjYzNzYzMjo6MDo6&url=%2FPhilips-Frameless-Google-65MLED610-94%2Fdp%2FB0G6LYM6DY%2Fref%3Dsr_1_38_sspa%3Fdib%3DeyJ2IjoiMSJ9.YbAmQCn8ULBCuRPC--akH7XLhL6srjUadCj_tmLdiS3aFYrDHqpf2mcTIrGm-yhHn2HcTu98xa_ITpF16uIWjFiv5g5M9Cwf6A041XwHOe-ojzA-xi_gNoHQ0-jssuZMmipeKGCXnqF_aR7z_5IhBIuHwufQ5ljlfE0_yqTOOYNbqqm7-5cnkTupLrrqPAgr9mn0HqRF_Y0RayWxQ2LVq6g9IDvA9PeM6xOHS9SxxX0.bt7dAXjwiDenRRy1Znamr4awXNfeO--0X4mRd5TCCy8%26dib_tag%3Dse%26keywords%3DTV%2B4k%2Bamazon%26qid%3D1770885280%26sr%3D8-38-spons%26aref%3DsTiRGY8DN3%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=sTiRGY8DN3&sp_cr=ZAZ,https://aax-eu-zaz.amazon.in/e/is/D8A8F2B64B75DAA625F6833085AA5FF3/impb?b=JEdNV-V-AvMHeTw2Iginy9kAAAGcUPzyXQoAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDIgICBiCSle&w=0&bi=imv1c_ek8OQwmUPso0u63oAiNpG7q1INPFCfxr1Yt7ZZLO7hRUwZZVs3J3GHsl4Do_X6svG_Kgok3cgp6lxlOPkSuOV3uf-NH_xub9QVLC9zEcKe-u5oxgebX9mst87vk-9KPMd9j7PxvJGPa60L8WU1LxpERA8UkPwMF8z6xVmpPJbCNyB_9GdqPNamWNy10WwJPTMY_jgZcQcmBve4dYHCFlqQ77dQ9bZyvaCBEdDJbUI8X8DsulEzDTPy4WSsQ3tC6Agg-fUab261mzmBVBcJI3wzXjtjnlnnY_lKvlvvSGwpWWXV9jEK8r3Rk05mq6q7eno5s0XNrTd98Y7uDLxuw74Y_7q6Fdvg,
Xiaomi 138 cm \ FX Pro QLED Ultra HD 4K Smart Fire TV L55MB-FPIN,62999,4.0 stars,"M.R.P: ₹62,999",,https://aax-eu-zaz.amazon.in/x/c/JB61tq9bqFGc5njtxC78lAIAAAGcUPzzAQoAAAH2AQBvbm9fdHhuX2JpZDIgICBvbm9fdHhuX2ltcDEgICBqDRcy/clv1c_ek-IBPHzFcbaLUn-ph8AQ2gzhFI7Z8YhUstV17agtj14aUVIuk5F030UIQHLHGv_RFY_6aKVHMbFSabCfb7xZ33_VkOkaXvVKOEHTonmvMxyuSL3_pGRwOj86ZlExrK19Vu9FdDeKoempbaYxYPHl-fM4dyOxhVqk3h2zTaEHC6fmO0ejYyVURrIL8mcHH4UvWyz2OuI3IXIwuJlw6CAMly-VM5-RAjgnMpd7U-vF88cRLQTKj8wGuy33FrI6e7C93Q5QzdXLiWQGdkHU2p0sW_reApv0io_NjjztIN5faZCiG0FrSLs5nITInZdGPQ-hCiicZn3EKwsTC_ND-iQ0BmY5m2HgYfwDIXdrF-Lz-OduVrjtA26P9dZUVGgK-gnJyJxr9M8VuuT7FAeRcYu9BtJ25yrIatYa-xO4RsCYb5w17NDYJ8c-bg8z9-FjO0mb9jdVCamQOceQBtJXd1hq4XJEbVYsMAdsFQdNgVnhFztDjpL9La9ynV_y3jkBA48JvnjAUuWPu1XhcXAAv2MzQOaDEkzGRp1UOYkh9X7p9htJvYEytbLbkel86tlj6JNojyaXhtyXio1fF3X2AP_IVwUk1RmIhzOoT9wKF8woMOj1o8pJ_Zc3_1dqqLpXOs-TMVTgK0gEh_3OlHCcDe1EewkugIL_JsYKEHoZOZcC_zIEF4hDY4HQWBmdmugOsIMdbrzQLRRq93QtHgGHP3pZAD21JgHJicK3-9ycTS5QVkT-QPP9riPlmG7G_CdJfE87hE9KfaCa9WowElN-clN8UyHnzrlMbkcl7o6DTuMoIDyCWmVnWJTCn18CUQwPghIeQmNfMVEuuOlFtWrNMB5UVxw-Db-sG22JplPl8sfnjHzduxGwaiWijqDkzfdg9qaAj-oGjKFD1c82x9QNmAV5iU7xAoprpTamWcX6H61Zsc-oTYJ7hQAEalP1Ir5RHY_RNH9m4AN61dRvodsjfb8teQHs9nnG8XEY5Rh-qmTcW_2b3crpph2ARvKk5ht61DF6GiNf_qPU8KTqU_WsbfrjI97YTyKMk-h4VwHCClMnlnQQI44u_mlbAbqEKYYfSVgnUS8LTbjMX1eD-tHputBK2E_AmT1cZLakGcfZ1J5o0fqYYazF7y4tyRHk_4V6atZbufdGAeG1_yTNE1qCauMRIyy92frERE6LmDABcKyN6bynxZq4U984M3jgn3mJFzM1rJbQUmPRhO5jfd9IneaUMQ3jlM8pHyq042QO1AsjQ3nyr5q2AzD-p_NFZRM7qY_4TbtPxlj1V9wAQwyEVST6s9RpnVEYhWnr3tZFG1vuvcKXgL2AK29ARtkAagGrOoBW8dCspl6OBpxEO7wU3LDMkOkeg-TsuTulw37-qydmjn9OzRN5EVjxzvx4MbnRH3DjI5qEmwN41L4g33jUd_7ubC8ch4uI10o1IniwS60Vzt23q3D6pk5zgz8JBh6EGHvUr14b3qu1o0EvoRTGo30tavzNAdg8oj5KEVsiz_xQEIo8fjm-rmjx0es-YcAj7Uj0HjdJVpS1m7JcysQ4CicninZGPJxod-lxWIKkMDwAQKAALufRCI3bdk5XKyfedCo5gXaqE9ANYKGYuEUpKSOcfGI878tycfBbwELVgQZGkyIth9u9InH1c5BYMPTRizOPS0I6bbUFzCzpOjKBr_KL7Ixofx-8noj2q2UNPBJt_xqxtXWQml5MvKr2A/https://www.amazon.in/stores/page/18150503-C48C-4AB3-8F51-5BF2CA6414A7/?_encoding=UTF8&store_ref=SB_A02367523KBVZAY0R0RJ6-A0112583L078CY6VIZEU&pd_rd_plhdr=t&aaxitk=505495b02900f76a9626656bbc475e16&hsa_cr_id=0&lp_asins=B0F3JL33DW%2CB0F3JP4TWW%2CB0F3JKY28G&lp_query=TV%204k%20amazon&lp_slot=desktop-hsa-3psl&aref=zqzwcqD1IE&ref_=sbx_s_3psl_sbcd3_bkgd&pd_rd_w=je3sv&content-id=amzn1.sym.d6b37ee0-a335-43cb-ac0f-618aedda693d%3Aamzn1.sym.d6b37ee0-a335-43cb-ac0f-618aedda693d&pf_rd_p=d6b37ee0-a335-43cb-ac0f-618aedda693d&pf_rd_r=6BZJKM485A02H30MAX4B&pd_rd_wg=YGAdJ&pd_rd_r=67985363-e2ac-4e29-939d-f0451a134bb9,"https://m.media-amazon.com/images/S/al-eu-726f4d26-7fdb/aa04f1ab-b089-4153-a53a-ea5e7a4623a6._CR0,0,4513,4513_AC_SX130_SY60_CB1169409_QL70_.png",
